# Release-world tree GROUND PROFILES: how far the ground rises, in decimetres, at
# 16.0 m from each authored tree seat along each of 8 compass bearings.
#
# WHAT IT IS FOR: laying a felled log along the terrain with NO runtime terrain
# query. The game server has no collision mesh for the island it drops the trunk
# onto, so the slope it needs is baked here, ahead of time, one signed byte per
# seat per bearing. Read the bearings either side of the fall heading and tilt.
# The value is the SMALLEST rise for which a straight log line from the seat
# clears every sampled ground point along that bearing - it rests on the high
# side, it does not average.
#
# GENERATED by tools/world-import/generate-tree-ground-profiles.py from
# docs/research/world-data/island-surfaces/ and release-tree-placements.json.
# Regenerate it; do not hand-edit it.
#
# Covered 251 islands, 13266 seats. Skipped 1 islands (0 seats) with no authored
# seats or no extracted surface.
# schema 1 reach 16.0 bearings 8 corridor 4.0 deck 6.0 min-t 8.0 unknown -128
# Bearing 0 is +Z (island-local); each step is +45 degrees towards +X.
# '@' starts an island: '@ <workshopId> <seatCount>'. Then one line per seat, in
# release-tree-placements.json order: 8 signed decimetre integers, space separated.
@ 650186469 60
-128 -128 -128 2 11 -36 -128 -128
-128 -75 -4 -3 -17 -3 -30 -128
-1 2 6 -5 -2 5 4 7
30 39 17 -32 -7 42 56 17
-128 75 -1 -3 -26 -39 102 -128
12 -6 12 -6 17 -38 -17 -19
-12 0 0 1 1 -5 -9 -15
46 4 -1 2 53 18 0 2
@ 838653959 40
4 -23 -33 -29 -5 3 3 4
5 2 7 19 20 20 17 10
-54 -13 16 18 60 91 97 -35
-1 0 1 0 -1 -1 4 3
46 -5 54 -128 20 -12 19 -128
32 12 4 -9 -5 13 10 12
20 9 12 0 -6 -4 -2 1
13 14 30 36 11 -57 -76 -37
8 23 16 -128 -64 11 8 -1
10 -128 -128 9 -8 5 5 9
14 25 31 16 14 -5 -1 -4
3 4 3 1 1 -4 -3 1
1 31 -128 11 -18 -23 -13 -9
13 -9 -52 -84 -128 -128 11 22
5 -3 -29 -27 -9 -9 29 29
13 11 -1 -37 -128 -27 0 4
-14 8 11 11 10 -4 -35 -51
10 -25 -33 -34 1 -5 3 7
4 4 2 -1 0 -3 2 -1
-15 3 40 4 4 31 3 -128
10 5 6 4 -8 -128 -71 -29
11 12 -2 13 15 32 -128 -128
-2 -23 -128 -128 91 44 30 -2
3 5 3 -18 -1 -3 -3 0
28 -128 -2 -17 -34 -128 -128 60
-5 -32 -52 -51 -26 12 33 23
7 3 1 -2 4 4 5 4
-3 -6 1 9 -128 -128 -128 -1
65 73 6 -22 -46 -128 -128 -1
75 19 5 2 -4 -9 28 41
6 8 4 -1 -6 -16 -18 -18
7 29 59 17 -128 -52 -9 1
-128 63 78 89 80 31 26 -35
-55 -128 -128 -3 4 0 0 0
-2 -36 -10 31 32 27 23 6
1 5 1 -3 4 -3 7 6
12 0 -5 -5 -5 4 14 17
-128 -128 6 63 16 -3 -6 -128
-1 6 16 24 12 -33 -62 -16
-6 -6 -9 -128 -22 7 7 -8
@ 842709087 38
34 30 2 -55 43 41 10 22
-20 -98 -116 24 8 9 11 6
6 1 24 24 -128 31 -9 34
-4 -1 0 5 9 6 -2 -5
74 112 119 -128 -128 -128 -128 56
-128 -128 82 42 35 84 22 65
2 -1 1 -13 -18 0 15 8
13 37 44 37 2 -7 8 4
-39 -28 -11 6 -128 -128 7 -25
19 18 -5 -4 22 -128 -128 -128
14 87 93 26 14 -14 -1 -2
-22 -1 0 2 1 -7 -23 -128
-128 76 12 7 16 43 46 9
12 38 18 -128 -128 -128 -77 0
0 -1 -27 -67 -40 -22 22 -26
-10 -16 -5 -2 1 -1 -1 -4
-7 -34 -15 -12 0 -128 -128 55
9 94 89 18 -16 -22 -9 4
-6 23 22 -128 -17 -14 19 35
56 84 98 -35 2 -20 -31 -21
87 77 -28 -9 7 77 -128 -128
-128 3 7 2 1 91 97 -128
-55 -7 -11 -9 0 -54 -105 -128
3 -4 17 14 1 4 5 4
44 53 -33 -128 -61 -79 -59 -25
-128 -128 -128 6 64 -86 -91 87
79 -128 33 19 23 -20 -21 27
-128 -128 -128 7 8 23 33 22
-128 -128 -128 23 54 18 3 -128
13 17 22 16 7 9 -11 7
-40 -128 75 12 12 11 81 10
-7 2 8 -9 2 -3 -8 -21
-1 -2 -6 25 17 20 -1 -11
-2 12 14 12 16 -128 -128 -128
44 -128 112 77 -1 -1 0 106
-20 -128 2 5 4 0 1 -18
-128 -5 0 61 -128 61 -11 1
14 21 18 13 5 6 13 7
@ 846584820 60
23 2 -128 -128 -128 -53 11 -6
46 10 -4 1 8 0 0 29
35 -60 -67 -64 -37 47 -128 57
-42 21 49 -17 -47 -66 -18 -39
-34 -67 -33 -11 43 42 27 -8
44 85 90 57 7 0 8 13
-22 -15 78 -128 23 -15 9 -17
37 9 10 19 -6 -24 17 57
32 54 -128 7 -1 11 -128 26
-128 -128 -128 -128 -128 -128 -128 -128
49 82 -128 87 1 -23 -15 -12
50 42 31 8 15 -1 -3 8
35 20 -10 -7 19 27 35 82
55 55 58 33 -5 -128 -12 2
0 -11 32 13 -128 -2 -3 -33
41 22 -16 -26 -2 37 -128 37
22 6 -35 -34 -38 -8 38 41
17 7 -128 22 7 12 45 -128
99 14 -25 -37 -31 -28 63 94
29 3 12 32 1 1 22 27
-41 -79 -1 55 -1 -1 26 47
-80 -57 25 -85 -37 1 -128 -128
-45 -50 1 -15 -3 9 4 -8
22 66 100 100 69 28 30 8
-24 -34 -3 -42 -35 -23 14 -12
29 30 41 16 15 15 38 61
-12 -128 -53 -39 13 -33 -59 -53
16 29 29 8 14 23 5 2
-32 -32 -30 -46 -128 -15 1 -12
-45 37 41 -29 -76 -48 -32 -47
8 -30 -4 -10 -8 -3 3 5
-13 -2 -2 2 74 19 -4 -31
-45 -63 17 6 -16 -21 -14 -13
60 50 37 3 -3 -16 -1 47
-128 -32 8 -7 1 4 -61 -128
6 14 46 -128 -128 19 20 4
5 35 52 31 -12 -44 -39 -21
34 24 26 21 -53 -101 -49 21
-128 -128 -4 -4 -128 -128 -128 -128
6 5 12 3 12 15 -12 -35
-128 -31 34 56 30 67 71 15
-1 -23 -7 64 40 36 43 -21
8 -11 -45 -128 -128 8 -128 7
30 14 -25 -37 6 7 7 17
-128 97 103 6 1 -53 0 49
106 -128 107 61 86 86 -128 -128
58 -25 -128 -128 -30 2 54 92
94 42 -15 -45 -25 25 49 78
49 -70 -88 -64 -16 -35 -28 -38
50 40 25 4 4 24 26 16
-76 -7 6 14 19 4 -12 -49
55 63 29 -4 -24 -24 8 24
5 -23 -28 -3 26 37 16 33
33 -8 30 35 42 47 13 21
14 7 1 -16 34 8 -16 -14
-128 -23 5 0 7 3 -128 -128
0 70 111 -128 117 70 -3 -38
44 32 -26 -69 -26 -4 7 33
-45 -34 -52 -128 -85 1 1 -52
17 -25 -10 11 28 17 14 18
@ 848697696 20
-5 -7 -7 21 21 9 9 10
12 -46 -79 -37 -20 4 -3 -4
-38 -128 -65 -29 15 15 15 -23
9 -9 -17 -19 -10 32 38 31
44 48 38 8 9 -37 -20 28
-5 -128 -25 -2 16 31 14 1
-128 12 7 25 -4 -98 -104 65
-24 -9 21 30 16 -8 -28 -51
-10 23 31 29 5 -7 -4 -35
3 21 43 32 7 -45 -38 0
-128 102 108 -128 108 71 76 -87
-128 -128 -128 -128 -128 -128 -128 -128
33 -21 -25 -27 -43 -26 7 20
24 -12 -22 -20 -7 20 43 32
74 21 -128 -128 -128 -6 28 59
-4 27 10 -45 -92 -128 -85 -128
-5 -26 -37 -35 -12 -13 -28 -21
-128 -128 15 55 48 -4 48 67
-10 -7 33 46 43 13 11 -71
-4 3 11 3 3 -24 -13 3
@ 852728189 60
-1 -1 1 2 2 5 0 -1
0 0 1 0 0 0 0 3
-2 2 56 -128 4 -1 -2 -3
0 0 3 8 2 1 0 0
25 -2 -11 7 8 23 68 -128
-3 6 22 14 0 1 -2 -7
2 -35 -36 0 -128 94 100 19
-4 -4 -1 -2 27 33 17 0
8 -9 -11 0 15 2 0 6
40 -10 -27 -35 -10 0 26 49
-5 -11 -13 51 66 67 19 5
15 20 3 -8 -8 2 11 3
81 37 -4 -11 -6 1 10 45
16 27 31 33 51 44 27 20
44 -17 -35 -29 -14 3 14 41
45 45 43 -5 -29 -24 -1 24
-1 -7 -6 -6 0 4 12 11
8 4 -1 -2 -1 1 9 7
-5 -2 2 18 14 13 -29 -35
-5 1 5 5 21 11 1 -11
-6 -10 -10 -2 31 40 37 0
37 12 0 -12 -11 -8 1 -1
18 1 9 -2 18 -128 55 22
-74 -48 36 22 35 56 14 -62
-8 15 24 52 34 -10 -64 -51
-2 21 48 -14 -7 28 43 -10
1 9 17 13 10 13 4 -14
48 40 20 62 -5 -4 2 -128
27 75 20 -7 -13 -7 -1 1
25 -11 -39 -36 25 45 53 38
41 29 17 -6 -38 -128 -89 -26
6 -5 -6 -7 3 3 -1 5
-22 -128 -59 -30 -25 22 24 19
0 -4 -6 -10 -7 10 30 25
-15 -60 -66 -18 8 24 31 1
9 -2 -12 -17 -12 -8 4 7
-3 46 51 12 -1 -33 -48 -32
-39 13 47 55 36 44 16 -33
30 2 -13 -19 -6 -9 -9 8
-45 -55 -36 -1 30 32 34 -14
2 6 38 18 1 -1 0 0
6 14 23 6 -1 -2 1 4
1 2 7 4 3 -1 -1 -1
64 -128 28 -60 -35 15 6 27
4 -18 -46 -128 -26 16 18 11
-28 -5 2 3 1 -37 -36 -32
-128 -128 -38 -30 6 3 -11 -51
-5 -41 -128 -128 -128 -128 -14 -71
50 26 3 -11 4 39 54 38
3 -9 -5 -25 -16 0 8 5
15 -5 -45 -42 -11 41 51 39
26 11 -6 -11 -3 7 21 34
-48 -43 -35 -38 -36 -128 -128 -128
13 0 3 0 -10 -27 -4 10
-6 -25 3 30 33 11 32 3
5 -17 -47 -31 2 11 3 6
27 28 14 -18 -32 -39 -17 3
19 -9 -27 -39 -11 10 12 15
32 15 -16 13 7 8 13 33
0 0 -1 -6 -4 -3 -3 -5
@ 853759261 60
-3 -6 24 -1 5 2 0 -1
-18 0 26 34 -18 -15 -6 -12
-1 -12 -14 -34 -10 61 -128 9
5 3 5 3 -4 -6 34 4
7 26 36 -5 1 3 5 4
9 5 34 49 31 5 16 9
15 19 0 0 -51 -128 -72 0
-2 -6 -2 1 2 -12 -8 -16
12 -10 -9 -10 48 -128 -128 53
-32 -31 -26 2 64 54 57 -30
-16 -8 58 64 45 -20 -54 -23
-114 -128 -62 0 8 -128 -128 -128
54 64 32 37 0 -25 0 54
9 48 56 32 10 -21 -37 -21
26 34 23 -39 -16 -28 -43 -33
5 -1 4 1 4 5 7 6
-128 -128 64 -49 80 -128 -128 -128
-49 -10 -14 -17 -41 -128 -128 -128
-1 -1 3 -6 -7 20 38 -14
26 44 52 26 21 30 71 21
-4 -6 0 22 33 16 14 0
-21 24 20 -3 101 -128 -128 5
77 -128 106 73 77 -29 -3 -4
1 11 44 4 4 0 -8 -9
-20 -30 -19 15 16 37 -128 49
-128 -128 -71 31 24 21 11 -23
-4 -26 33 46 46 24 1 -50
-128 -84 -22 41 72 75 52 -62
69 27 -11 -11 9 18 69 -128
42 -7 -6 1 11 26 -1 20
84 -128 39 -8 56 60 56 41
-2 17 82 74 14 -26 -21 -15
110 -128 102 84 87 89 93 82
26 32 66 42 -3 31 38 44
50 37 21 0 -128 -128 -50 5
-60 -128 -49 -24 38 48 56 13
3 32 40 32 3 -20 -30 -25
-29 -36 34 -128 81 -128 -128 -57
8 8 5 -2 -2 -7 -4 3
8 5 5 -22 -128 -128 -128 -7
21 -1 -8 0 -2 0 2 4
27 -1 -17 -22 -2 49 54 39
-67 37 39 30 42 30 6 -32
10 -24 6 -27 -7 8 -1 -19
-128 -128 -128 5 7 11 -18 0
-2 1 7 6 2 -3 1 0
5 0 12 2 -8 -12 4 -4
30 -128 -48 -128 -128 96 83 58
76 -128 46 -5 -16 -16 30 64
-128 -128 116 -39 -128 -128 -44 -128
-22 -18 -5 21 -21 -44 -25 -16
33 24 5 -35 -44 -38 7 38
33 -32 -15 -19 -5 13 30 48
-46 8 51 66 32 -8 -35 -68
47 57 57 64 42 32 3 8
-15 -6 -3 -2 90 -128 -128 56
23 62 18 11 26 39 10 2
106 21 -5 -32 9 4 -13 57
33 37 25 -6 -26 -28 -24 3
2 10 6 -10 -128 -128 -128 -128
@ 853955174 60
-3 -6 -2 21 25 -3 -4 -7
3 4 1 -1 1 0 -3 -2
-7 -8 0 17 -128 24 12 -3
-5 -18 -16 -2 0 7 7 11
-2 3 -4 -10 -5 3 -4 -4
-10 -5 5 2 2 6 7 -3
-2 -1 6 -13 11 0 -1 -3
11 9 12 -1 -11 -13 -6 4
-3 -9 15 -128 -128 -128 -128 9
3 -1 -3 -3 -4 -2 6 3
-4 -48 -6 3 6 2 -4 -1
15 -3 -3 -2 1 14 -128 -128
-15 1 2 6 6 -18 -128 -34
0 -2 4 -1 -2 -2 0 0
-12 8 32 37 29 -11 -58 -61
-74 -12 14 22 17 6 -21 -77
7 -2 4 -4 -6 -12 -7 -6
-5 -2 25 -1 14 2 -3 -19
2 4 15 9 23 0 16 15
5 6 2 -13 -13 -24 -3 -5
-1 -13 -6 -2 -2 -8 2 -4
6 4 0 -1 1 -2 -1 0
0 -3 -13 -21 -29 -18 0 4
23 11 -1 -16 -19 -21 -7 10
-10 10 19 16 10 -19 -47 -58
11 7 7 -3 -1 2 6 9
0 -4 -4 -4 0 3 7 6
-9 1 2 5 5 5 -21 -33
-14 -4 3 9 12 0 -15 -33
-5 -27 -7 -2 1 5 0 -1
30 26 6 -12 -21 -19 -1 26
3 0 -1 -1 -1 -1 3 8
-38 -33 -10 4 8 11 9 -20
17 10 2 -8 -5 -4 5 15
2 -3 -6 -9 -1 4 6 4
11 0 -63 -128 -128 -23 -5 2
13 5 19 21 14 -2 16 18
-2 -2 25 11 1 -14 -7 -15
18 9 16 22 6 -2 8 16
17 23 19 14 13 4 -7 3
-3 1 -2 -22 -17 -10 1 -3
11 11 8 -8 -18 -13 -4 6
1 -9 -8 -5 2 3 1 -4
-2 9 16 16 7 -7 -16 -21
-128 35 -8 -22 -8 2 -128 -128
-1 3 0 -2 4 -1 3 -4
-128 -20 -22 -128 -128 -23 -128 -128
16 -6 -66 -80 -10 6 25 27
-7 11 20 11 6 -3 -5 -11
-4 -1 12 7 0 -5 -9 -7
-34 -7 21 10 18 10 -21 -43
-29 -12 1 -4 -15 -23 -12 -59
11 5 3 -7 -7 -1 11 12
8 -128 -128 -128 -128 -21 16 26
-6 3 5 4 0 -128 3 -128
-59 -13 18 19 -10 -128 -128 -128
9 6 -14 -43 -59 -4 2 8
-128 -128 -34 0 -1 -1 -3 -128
5 -4 4 -29 7 10 13 7
-107 -128 3 8 11 11 7 -63
@ 864909499 60
-128 -33 -15 19 55 75 -128 -128
-31 -25 -2 47 69 60 31 -23
4 3 2 -2 -1 -1 2 2
10 -3 -5 -3 11 19 -128 55
32 -128 48 3 -9 -12 -10 -11
-128 59 31 -12 -19 -15 0 1
7 2 2 2 1 4 6 8
58 61 18 -24 -47 -65 -27 6
18 -17 -34 6 15 25 13 15
0 -128 -128 -67 0 -128 -128 -128
25 -128 18 -7 -11 -6 3 2
-75 33 33 -68 -10 -128 -128 -16
40 35 51 -128 78 50 60 56
12 6 10 -7 -53 -128 -128 4
94 14 -128 38 65 -18 -67 49
-128 -128 -128 -8 -8 0 3 -128
-8 -6 -3 -1 6 0 -3 -7
-128 -128 -128 0 31 39 20 -64
41 0 -34 -43 -25 0 27 69
-128 -16 -38 -81 -71 -128 44 31
1 38 56 62 3 7 -30 -81
8 -1 1 0 -2 -4 0 0
101 -128 -128 -128 -14 -7 -17 116
4 -12 -72 -128 -100 -56 -13 -56
17 34 42 -76 -128 -128 -128 -11
31 18 -7 -30 -30 -128 -22 24
28 11 3 0 3 1 16 14
-40 -60 -31 8 45 -20 0 -17
1 -2 0 6 7 3 -1 0
44 41 -128 -128 0 -47 -49 -15
-24 63 67 -128 30 16 -25 -41
26 -128 -128 -128 -128 -4 10 25
-128 -128 -128 35 -128 -128 -128 -128
-128 -128 -128 -75 80 -128 -128 -128
6 10 27 -8 -5 3 -4 0
-3 20 27 -1 -7 26 39 2
21 -128 82 20 -23 -35 -33 -31
-1 -2 -128 1 17 -128 -128 -128
-128 106 117 -128 -128 -2 -2 28
12 30 34 41 -12 -35 -128 -19
8 8 10 4 -2 -6 -1 5
5 4 2 1 3 1 4 3
44 -128 40 -2 -7 -41 -26 1
-12 -10 -3 -3 15 -128 -128 -7
-128 0 5 -128 -128 5 8 -128
-29 -101 -28 -27 3 41 -128 40
47 44 -11 -21 19 40 40 10
-73 -128 -128 -128 -80 42 0 -57
45 -128 67 16 -6 -16 -12 -5
-40 -128 -35 -31 -128 -128 -128 -128
66 -128 -128 26 -12 -50 3 44
-128 -128 -128 101 -13 -14 -13 5
51 68 67 64 -82 -81 14 50
51 25 14 -24 3 -4 -1 -4
4 4 -2 -3 -2 4 3 2
-128 -128 -128 -52 -128 -128 -128 -128
-29 0 -47 42 42 42 -128 -49
15 10 9 -16 -14 0 -5 -2
7 -47 18 47 47 78 101 57
39 64 16 -4 -8 -7 -6 -3
@ 874539258 60
-12 -8 -1 4 5 1 -9 -14
17 6 -5 -20 -24 -13 13 25
20 3 -12 -128 -128 3 33 34
22 13 -12 -10 -7 4 9 15
2 6 -11 -128 -128 -77 -64 -46
27 19 11 -17 -25 -30 15 20
-22 52 55 -128 -128 14 -18 -36
13 3 -13 -23 -3 13 9 10
1 5 6 2 -14 -73 -53 -10
-18 -38 -42 -60 13 8 6 -4
4 10 30 62 45 -128 12 -22
-5 -6 -2 -2 0 0 1 0
-80 -19 63 54 -53 -128 -24 -75
46 48 55 34 2 -4 -1 32
30 28 10 -7 -8 -9 -8 -1
22 9 1 19 -6 -8 -2 -3
8 -1 1 2 2 3 0 11
6 -15 -40 -40 -15 5 15 10
-128 -128 1 -27 5 -128 -128 -128
-52 -27 2 13 21 4 4 -54
-13 -17 -2 12 20 10 -8 -16
-128 -128 3 25 31 15 -128 -128
25 -5 -40 107 60 13 12 9
-40 -33 -13 3 -128 -128 -128 -13
-128 -128 -10 -3 1 9 7 -11
2 5 5 0 -6 -10 -15 -10
2 74 -128 -128 -128 8 20 2
0 0 -24 -30 -15 0 18 -9
-7 -128 -128 -128 -5 13 20 8
-1 1 2 0 -2 -4 -4 -4
15 27 32 -4 -27 -128 -18 -5
0 0 5 31 26 11 0 0
-6 5 20 -128 -128 61 44 -4
-2 -15 -24 -44 -128 -55 -21 -57
-58 -62 9 3 27 21 -14 -49
6 5 3 10 17 17 20 9
-16 -9 2 8 11 5 0 -12
-2 -8 -7 -4 0 11 13 8
24 16 18 10 1 6 -128 6
22 18 5 -17 -128 -128 -9 11
10 -15 -18 -19 -46 -60 -20 10
4 -3 -17 -38 -28 32 49 15
16 13 3 -13 -17 -14 3 11
-128 9 10 35 16 13 -1 -128
-46 -46 -12 17 31 23 3 -22
15 3 -10 -10 -2 -16 -8 2
-76 -53 -17 -28 -9 -9 -9 -128
8 6 59 1 -128 -128 -128 10
-7 9 -128 -128 -128 -128 84 26
18 4 -10 -39 -21 -5 5 7
42 -128 71 38 38 56 54 19
-128 13 -33 -52 -29 8 -128 -128
9 1 3 3 5 -5 -24 -12
19 23 32 14 -29 -37 -9 -3
0 -2 -5 -12 24 41 14 2
-11 -30 6 11 6 1 -4 -9
-37 -23 3 29 31 11 -18 -34
0 -5 -9 -19 13 44 40 11
-23 -25 12 31 57 60 44 -16
15 5 -19 -40 -32 -11 8 12
@ 887053661 60
0 0 0 0 0 0 0 0
11 4 -2 24 31 21 2 9
36 20 10 -30 -8 -15 -4 26
-1 -1 -1 0 1 -7 -1 -1
30 33 13 3 -10 -22 -21 0
-3 36 74 10 -16 -68 -32 -7
-8 13 22 -32 -128 -34 2 -12
11 -128 -128 -128 -19 11 46 32
-128 -128 14 18 -3 9 6 -128
21 0 -26 -39 8 10 21 15
12 -45 -62 -45 -12 6 50 68
-21 -5 -31 -37 -11 17 -33 -23
33 -19 26 -9 5 23 76 63
-128 -128 53 -128 -128 -21 2 -128
26 18 13 3 -7 -31 -19 -2
24 21 20 -1 -28 -43 -34 -18
-8 -21 -14 -4 -2 3 45 55
13 2 -12 -24 -15 -19 -24 -21
1 39 43 39 0 -31 -30 -17
17 18 3 -9 -18 -22 21 18
-1 0 4 2 2 1 0 -1
31 1 17 17 5 -40 -81 -36
0 0 0 0 0 0 0 0
-2 -2 -1 1 1 12 12 -1
15 10 -1 -21 -29 -51 -23 -29
8 53 55 66 37 6 -20 -26
18 28 8 3 22 -128 -128 9
-9 -20 -17 -41 -128 -128 -68 -19
15 4 29 10 -14 -10 -24 10
26 6 -5 9 39 15 7 8
-28 -56 -66 2 33 34 11 -13
60 88 78 17 -6 1 -6 3
21 -13 20 25 10 5 43 59
24 1 -27 -40 -34 -45 -41 -17
10 2 17 10 17 -11 -10 1
-1 -5 -1 -1 1 0 0 -8
-8 -13 7 29 44 41 22 15
25 41 34 13 -13 -23 -23 -10
50 40 21 -2 -9 -18 -15 -13
15 -11 15 -4 6 17 9 -4
-23 -22 -4 -10 -28 -33 -18 -51
16 2 -10 -10 0 13 20 13
6 42 54 12 6 -7 8 3
80 49 -73 -128 80 -128 -128 -128
46 71 63 42 14 -23 -38 8
62 42 19 -5 -16 -18 1 23
54 74 46 14 -66 -67 -21 27
-2 -26 -20 -16 6 14 25 21
15 2 11 23 16 -5 -6 -1
69 53 14 -15 -21 -15 11 59
12 -128 34 14 -128 -128 -128 21
-7 -2 22 34 19 -25 -106 -30
-26 -39 -2 21 18 -20 -23 -65
30 29 15 -8 -9 -31 0 29
3 2 -3 -33 -112 -79 -2 3
27 -6 -12 -15 -19 36 -128 9
-24 -28 -13 -16 5 17 9 -21
2 -4 12 19 27 25 19 18
11 27 28 -6 -9 -9 1 -1
26 4 -6 1 16 16 3 4
@ 890262920 60
-1 -8 -8 -13 -8 3 59 44
1 -33 -24 -23 -19 -10 8 5
4 -5 -4 -2 2 -1 1 5
6 -6 -8 -30 -37 -28 -15 3
23 22 -15 -14 -14 -5 13 10
-9 -2 17 17 10 -2 -5 -8
42 39 41 24 32 24 2 3
0 -12 0 0 -42 0 36 -128
-15 -37 -8 12 86 60 20 9
4 33 61 -40 -128 -128 -128 -17
27 -3 -4 47 32 104 109 75
10 16 34 37 40 71 33 22
67 52 -17 -128 -128 -128 35 58
-14 29 31 89 -128 14 15 -62
32 13 -21 -43 -30 0 22 33
-128 -62 10 78 -7 -128 -128 -128
19 0 -18 -20 -6 0 7 15
-3 22 32 2 -2 -24 26 4
0 0 0 -128 -62 -31 -53 0
4 -7 7 52 24 9 8 6
48 -128 -128 -38 -21 71 76 -128
-128 -55 1 17 78 6 16 -128
-128 25 65 -37 117 96 -37 -128
-11 -9 28 22 -5 -7 -13 -16
40 26 -8 -31 -26 -23 -12 21
8 1 -14 -23 -5 50 36 23
-7 -128 -128 -24 11 2 18 -6
12 -128 -128 -128 -128 -128 -128 16
52 66 -17 -26 -110 -128 -128 -128
-21 -7 19 29 37 3 5 -22
31 10 5 -6 -8 17 30 5
41 39 33 4 3 61 -128 25
33 -128 61 -128 17 40 56 33
0 10 26 24 20 0 -84 -128
-12 3 6 -4 9 1 10 1
12 32 25 12 -9 26 28 -15
-5 -4 8 12 21 5 12 -1
5 15 29 33 33 -13 -26 -12
14 -16 -29 -5 43 -128 -128 24
-43 -1 96 27 -59 52 55 -28
9 8 8 -1 -1 8 17 41
10 32 54 58 58 42 35 3
47 53 111 -128 46 11 -13 -13
21 13 -128 -128 -128 -128 -128 -128
18 -18 -36 -17 11 48 -128 42
-128 -128 0 -46 -29 0 21 56
7 22 23 -13 -3 8 3 -6
-21 -9 -4 1 2 1 1 -21
8 0 -16 -25 -13 -17 5 12
-128 -128 34 80 -128 20 21 -49
6 31 -23 -128 39 44 57 -14
-2 -1 6 7 1 9 11 -4
6 -30 8 -12 20 10 20 -45
-5 11 14 1 17 -3 -5 -16
47 32 16 16 2 6 9 11
37 44 54 49 -128 -128 -128 -128
32 1 6 -3 2 75 -128 -128
102 97 13 -7 -128 -128 -74 42
59 32 27 -6 -4 37 -128 45
-12 -35 -5 10 -24 -24 -31 -44
@ 891063775 60
0 2 5 7 7 5 1 -1
0 12 6 7 7 -5 -36 -71
10 4 -2 -2 -3 -4 12 14
-2 -16 -13 -22 -5 6 7 4
-18 -21 -15 14 12 -2 -2 -15
30 17 9 -9 -12 -3 21 25
-17 -6 0 -5 2 8 14 0
14 5 -1 -10 -4 4 7 7
-2 -9 -7 -7 -3 -4 -2 2
0 38 44 38 34 0 0 0
-3 -6 22 -15 -31 -16 -1 3
-1 -12 5 -10 6 31 38 20
9 4 -1 -5 -3 -2 3 9
0 -7 -13 -16 -5 -11 4 3
3 1 -2 3 12 6 0 -3
39 37 39 1 10 29 7 -9
36 11 19 -34 -54 -128 -32 11
-128 60 0 54 76 52 0 52
-66 34 80 56 -19 -53 -128 -128
2 2 4 -4 -9 -11 -7 2
32 -51 -2 7 16 -4 3 39
-18 26 28 26 4 -7 -9 -24
-12 -19 -6 -8 -13 -15 -4 -16
3 29 31 15 -34 -30 -17 -4
1 5 16 16 20 -3 -11 -11
44 44 46 32 8 -19 -27 -10
14 19 17 -2 -6 -15 -22 -16
31 15 17 -7 -7 -3 7 21
-1 0 0 0 34 48 68 48
15 -9 -28 40 64 79 95 78
7 9 5 -7 -7 -29 -14 1
-4 -4 1 0 11 0 1 -2
17 3 12 21 11 3 4 -2
-27 -15 6 16 12 -4 -21 -28
27 40 35 -24 -128 -26 13 15
20 -3 -4 -17 -4 5 5 9
20 11 -25 -78 -35 10 31 22
1 -16 -19 -7 18 32 30 22
-12 -128 -78 -128 -128 -128 -48 0
-6 -28 -18 -9 7 11 27 11
49 -22 -31 -25 -1 -3 31 -128
-2 3 36 -128 10 -128 3 -128
-37 -26 4 10 -10 -82 -93 -85
2 0 9 8 6 3 -3 -4
-15 1 8 -12 1 2 5 -13
2 2 -1 1 -6 1 0 -4
-128 16 24 -128 -128 -128 7 -28
4 -4 -5 -2 2 5 7 7
-7 -7 -4 -24 -19 -14 0 -7
-30 -128 -30 2 46 33 39 -13
-43 -23 43 43 18 -6 -25 -50
8 -1 0 -8 -4 -128 -128 -128
1 -6 2 5 5 -1 2 -3
-2 -7 -22 -18 0 29 23 -7
4 0 4 1 9 4 3 0
16 -29 -46 -30 -14 5 34 28
-21 -28 0 10 42 34 36 -6
-16 -10 -3 -2 3 1 6 -11
10 8 3 -1 6 -4 6 4
27 7 7 -11 -19 -20 -8 12
@ 891104988 60
-6 -6 -2 -4 -4 1 -1 -6
0 5 6 5 -3 -8 -26 -36
-128 -128 -9 -11 -7 1 -5 -128
-5 -1 3 21 39 11 1 -44
71 57 39 -53 -128 -128 -10 57
0 -29 -11 -17 -38 -24 13 16
-36 3 19 30 37 18 -3 -70
1 1 3 0 0 0 3 2
-8 -128 -2 -128 -19 -2 4 0
-128 15 9 -5 -9 -12 -4 17
27 20 -1 -128 -97 -73 27 88
-3 -28 -6 22 73 -128 70 50
-36 18 8 -9 -41 4 11 -18
-60 -1 33 57 45 37 14 7
-128 -45 16 23 53 24 -44 -128
6 26 23 0 0 -21 -128 -33
-5 13 50 47 31 -6 -40 -23
-6 -9 -14 -2 2 29 17 2
0 1 -1 -1 0 3 5 -3
-128 -128 -128 37 58 4 -5 0
0 41 41 44 31 0 -21 -128
43 12 -30 -22 -27 -30 1 18
24 27 31 36 23 0 -30 1
-2 0 4 1 3 -1 -7 -6
-3 -4 0 5 14 5 4 -1
27 20 29 0 -23 -16 -22 0
2 -24 18 -34 -67 -24 35 29
5 -1 0 2 3 3 2 4
-2 -17 -16 -41 -22 -2 0 -9
